"","country","year","gini_disp","gini_disp_se","gini_mkt","gini_mkt_se","lending","expenditures","revenue","gdp_growth_rate","fbinpercGDP","unemp_rate"
"483","Malta",2010,27.2,1.5,45,3.15,-1.6,36.6,38,5.5435693770699,-6.1,6.9
"484","Malta",2011,27.2,1.49,45,3.13,-0.8,36.9,39.2,0.466127625222981,-2,6.4
"485","Malta",2012,27.3,1.5,45,3.14,-1,37.1,39.1,4.11866098158396,-0.4,6.2
"486","Malta",2013,27.3,1.5,45.1,3.17,-0.1,36.2,38.9,5.4730579170764,0.1,6.1
"487","Malta",2014,27.4,1.51,45.1,3.22,-0.5,36.7,38.9,7.63311933534743,5.7,5.7
"488","Malta",2015,27.5,1.54,45.2,3.24,-1.7,37,37.6,9.60813122231481,2.7,5.4
"489","Malta",2016,27.6,1.58,45.3,3.31,1.1,34.3,37.5,3.3811157682035,3.7,4.7
"490","Malta",2017,27.7,1.65,45.3,3.4,0.7,34.9,37.4,10.9253292306501,10.9,4
"491","Malta",2018,27.9,1.74,45.4,3.51,-1,37,37.5,6.16898410649173,10.7,3.7
"492","Malta",2019,28,1.92,45.5,3.64,-3,37.9,36.2,5.9173445074357,7.6,3.6
"493","Malta",2020,28.2,2.1,45.5,3.76,-6.7,42.4,37,-8.3242832319722,1.4,4.4
"494","Netherlands",1995,26.1,0.92,46,1.29,-7.6,47.8,45.3,3.11603598565915,4.1,8.7
"495","Netherlands",1996,25.7,1.04,45.7,1.37,-0.7,41.5,45.5,3.49874212057929,4.1,7.9
"496","Netherlands",1997,25.3,1.07,45.4,1.4,-1.1,40.8,44.2,4.3290534045255,4.1,6.8
"497","Netherlands",1998,25,0.98,45.2,1.32,-1.6,40.6,43.2,4.66391716015247,2.6,5.4
"498","Netherlands",1999,24.5,0.78,45,1.17,-1.1,40.9,43.7,5.03404815181835,3.3,4.4
"499","Netherlands",2000,25.1,0.83,45.3,1.25,-0.9,41,43.4,4.1956424978691,3.9,3.6
"500","Netherlands",2001,25.5,1.05,45.6,1.35,-2.3,41.9,42.5,2.32695508699258,2.2,2.8
"501","Netherlands",2002,25.8,1.16,45.8,1.39,-2.5,41.5,41.6,0.21727359494956,2.3,3.4
"502","Netherlands",2003,26.1,1.12,46.1,1.28,-2.3,41.6,41.7,0.155645898017013,3.7,4.5
"503","Netherlands",2004,26.3,0.93,46.3,1.07,-1,40.6,41.9,1.98494571422152,4.5,5.6
"504","Netherlands",2005,26.5,0.78,46.7,1.06,0.2,39.8,42.2,2.05087610813881,4.9,7.2
"505","Netherlands",2006,26.7,0.78,46.9,1.04,-0.5,41.8,43.3,3.46098895411502,5.9,6.1
"506","Netherlands",2007,26.8,0.81,46.9,0.95,-2.1,42.4,42.3,3.77284252073882,4.3,5.2
"507","Netherlands",2008,26.6,0.76,46.9,1.01,-2.3,43.7,43.4,2.17032485133603,2.2,4.5
"508","Netherlands",2009,26.3,0.73,46.7,1.01,-4.8,45.4,42.7,-3.66688393735825,2.8,5.4
"509","Netherlands",2010,26,0.67,46.6,0.9,-5.1,46.2,42.8,1.34273933636553,5.9,6.1
"510","Netherlands",2011,26.1,0.64,46.6,0.93,-4.6,45.5,42.7,1.55118931244651,6.9,6
"511","Netherlands",2012,26.2,0.61,46.8,0.91,-3,44.5,43.2,-1.03035399148436,7.4,6.8
"512","Netherlands",2013,26.6,0.69,47.4,0.86,-1.3,43.8,44,-0.130175288449919,8,8.2
"513","Netherlands",2014,27,0.66,47.8,0.91,-0.8,43.3,44,1.42339539510084,8.8,8.4
"514","Netherlands",2015,27.2,0.65,48.2,0.82,-0.9,42.6,43,1.95916972105708,5.2,7.9
"515","Netherlands",2016,27.3,0.61,48.3,0.79,0.6,42,43.8,2.19171371926123,7.1,7
"516","Netherlands",2017,27.4,0.67,48.4,0.81,1,41.8,43.8,2.91090251315005,8.9,5.9
"517","Netherlands",2018,27.3,0.64,48.4,0.87,0.6,42.2,43.7,2.36091509478513,9.3,4.9
"518","Netherlands",2019,27.5,0.83,48.5,1.13,0.7,42.3,43.8,1.95558841574046,6.9,4.4
"519","Netherlands",2020,27.4,0.98,48.4,1.36,-1.5,45.1,44.3,-3.88608391819609,5.1,4.9
"520","Poland",1995,29.8,0.57,46,0.59,-3.7,41.8,43.7,7.10286553394941,1.4,13.3
"521","Poland",1996,28.2,0.56,45.2,0.77,-4.8,46.9,46.5,6.11554281136426,-1,12.3
"522","Poland",1997,28.2,0.58,45.3,0.84,-5.7,43.7,42.4,6.44900307851657,-3.3,11.3
"523","Poland",1998,28.2,0.66,45.7,0.86,-5.4,42.3,40.9,4.64051496169573,-3.9,10.7
"524","Poland",1999,28.6,0.53,46.6,0.59,-3.6,41.7,41,4.65489185182125,-5.2,13.7
"525","Poland",2000,28.8,0.73,46.9,0.91,-5.5,41.5,39,4.56098540978283,-5.6,16.8
"526","Poland",2001,28.9,0.77,47.4,1,-4.8,41.8,40.1,1.2585694606657,-2.7,19
"527","Poland",2002,29.3,0.72,48.1,0.96,-3.9,41.4,40.4,2.03586304126273,-2.4,20.7
"528","Poland",2003,30.4,0.73,49.6,0.9,-4.8,41.5,39.6,3.4983912134025,-1.9,20.4
"529","Poland",2004,31.3,0.46,51.1,0.6,-4.1,39.9,38.5,4.98284456986049,-6.4,19.7
"530","Poland",2005,31.4,0.42,51.1,0.53,-2.8,40.7,40.4,3.50683461435921,-3.5,18.5
"531","Poland",2006,31.2,0.43,50.3,0.5,-3.3,41.8,40.9,6.13113645855509,-4.3,14.4
"532","Poland",2007,31.2,0.46,49.3,0.54,-3,41.8,41,7.06153463356746,-7,10
"533","Poland",2008,31.1,0.46,48.4,0.55,-4.9,43.2,40.5,4.19998126444942,-6.9,7.4
"534","Poland",2009,31.1,0.45,48.2,0.55,-8,43.3,37.7,2.83218405318897,-3.5,8.5
"535","Poland",2010,31.2,0.45,48.5,0.54,-7.8,44,38.8,2.93463818052832,-5,10
"536","Poland",2011,31.4,0.49,48.7,0.58,-6,42.8,39.4,5.04218788292943,-5,10
"537","Poland",2012,31.6,0.49,48.8,0.54,-3.8,40.7,39.6,1.54522157125609,-3.6,10.4
"538","Poland",2013,31.6,0.49,48.6,0.57,-3,39.7,39.2,0.85655708060645,-1,10.6
"539","Poland",2014,31.2,0.5,48.1,0.54,-2.5,39.9,39.3,3.83695849351797,-1.9,9.2
"540","Poland",2015,30.4,0.5,47.6,0.51,-1.9,39.3,39.2,4.38329863507276,-0.1,7.7
"541","Poland",2016,29.2,0.45,47.6,0.49,-1.4,38.7,39,2.95350884167718,-0.3,6.3
"542","Poland",2017,29,0.56,47.7,0.57,-1.3,39.6,39.9,5.14001757409446,-0.3,5
"543","Poland",2018,29.2,0.54,48,0.55,-1.2,40.9,41.1,5.94520847705498,-1,3.9
"544","Poland",2019,29.3,0.52,48.2,0.6,-2.3,41.9,41.1,4.44998787878788,0.8,3.3
"545","Poland",2020,29.7,0.65,48.4,0.76,-5.8,45.9,41.4,-2.02007073357655,3.3,3.2
"546","Portugal",1995,33.5,1.58,53,2.83,-3.5,35.4,37.4,4.28278045950353,-3.4,8.6
"547","Portugal",1996,33.4,1.51,53,2.73,-3.2,36.8,38.4,3.50424706916527,-4.5,8.6
"548","Portugal",1997,33.3,1.48,53,2.65,-2.9,37.8,38.7,4.40086775381248,-6.2,8.1
"549","Portugal",1998,33.3,1.44,53,2.57,-4.5,39.7,38.3,4.80796297573329,-7.6,6
"550","Portugal",1999,33.3,1.44,53,2.51,-3.8,40.4,39.6,3.90657744002579,-8.8,5.4
"551","Portugal",2000,33.3,1.46,53,2.43,-4.7,41.2,39.5,3.81617806346979,-10.8,4.8
"552","Portugal",2001,33.4,1.48,53,2.35,-6.2,42.6,39.4,1.94367229584959,-10.1,4.8
"553","Portugal",2002,33.7,1.44,53,2.28,-4.2,41.8,40.4,0.770924024291219,-8.6,6
"554","Portugal",2003,34,1.33,53,2.17,-5.2,42.3,39.7,-0.930521192623061,-6.6,7.5
"555","Portugal",2004,34.2,1.23,53,2.06,-6.1,43.6,40,1.78873568157121,-8.2,7.8
"556","Portugal",2005,34.2,1.17,53,1.96,-6,44.1,40.6,0.78184821592744,-9.8,9
"557","Portugal",2006,34.2,1.1,52.9,1.87,-4.6,42.9,41.1,1.62503417629674,-10,9.1
"558","Portugal",2007,34,1.07,52.7,1.85,-4.5,43.2,41.7,2.50657964551773,-9.7,9.5
"559","Portugal",2008,33.7,1.07,52.5,1.82,-5.4,44,41.7,0.319247925063081,-12.2,9
"560","Portugal",2009,33.4,1.04,52.3,1.8,-9.9,47.3,40.4,-3.12207942033321,-9.8,11.2
"561","Portugal",2010,33.3,1.04,52.1,1.8,-12.5,50.1,40.5,1.73762547590566,-10.3,12.6
"562","Portugal",2011,33.3,1.03,52,1.8,-7.9,46,42.4,-1.69616478061504,-5.1,13.5
"563","Portugal",2012,33.3,1.06,51.9,1.83,-4.4,42.1,42.6,-4.05729360769561,-1.8,16.6
"564","Portugal",2013,33.2,1.06,51.7,1.85,-2.8,42.7,44.7,-0.922644674527888,1,17.2
"565","Portugal",2014,33,1.1,51.5,1.9,-5.3,44.7,44.3,0.792190301875365,-0.1,14.6
"566","Portugal",2015,32.8,1.13,51.4,1.97,-3.1,42.2,43.7,1.79204604555983,0,13
"567","Portugal",2016,32.5,1.17,51.2,2.07,-1.2,39.9,42.9,2.01948539561312,0.6,11.5
"568","Portugal",2017,32.3,1.19,51,2.14,-3.5,42.2,42.4,3.5063452848124,1,9.2
"569","Portugal",2018,32.1,1.27,50.9,2.29,-1.8,41.4,42.9,2.84932593436179,0.3,7.2
"570","Portugal",2019,32.1,1.42,50.8,2.44,-2.1,41.8,42.7,2.68275992118076,0.1,6.7
"571","Portugal",2020,32.1,1.69,50.9,2.64,-2.6,43,43.3,-8.30051604221151,-1.2,7
"572","Romania",1995,27.3,0.58,36.8,0.62,-3.2,34.1,32.5,6.23351148371351,-4.9,11
"573","Romania",1996,27.6,0.8,37.1,0.88,-5.8,33.9,30,3.90770208816159,-7.2,8.3
"574","Romania",1997,27.9,0.64,37.4,0.72,-4.6,30.4,30.2,-4.8490627379703,-6.2,7.4
"575","Romania",1998,28.1,0.83,37.8,1.05,-2.2,30.4,32.2,-2.02981290571721,-7.2,7.8
"576","Romania",1999,28.3,0.87,38.3,1.19,-2.6,32.1,34.5,-0.376660705758994,-4.2,8.6
"577","Romania",2000,28.6,0.88,38.8,1.26,-2.7,32.4,33.6,2.4612634592269,-4.1,8.9
"578","Romania",2001,29.1,0.91,39.5,1.32,-2.1,31.3,32.6,5.21813625673708,-5.6,8.3
"579","Romania",2002,29.5,0.96,40.1,1.38,-1.1,31.5,32.8,5.70299165043771,-3.4,10.5
"580","Romania",2003,30.2,1,40.9,1.4,-0.1,31.1,32.7,2.34114732919521,-6.2,8.5
"581","Romania",2004,31,1.04,41.7,1.43,-1.5,32.8,32.8,10.4281130180976,-8.5,9.9
"582","Romania",2005,32,1.01,42.6,1.4,-1.2,32.8,32.8,4.6681480508487,-8.7,8.8
"583","Romania",2006,33.1,0.9,43.5,1.29,-3.7,36.6,33.8,8.02881107599163,-11,8.9
"584","Romania",2007,33.2,0.86,43.8,1.25,-5.3,39.8,35.2,7.23380774362805,-13.6,7.8
"585","Romania",2008,32.9,0.83,43.8,1.22,-9.8,42.2,33.1,9.30746717077338,-11.4,7.1
"586","Romania",2009,32.6,0.84,43.7,1.21,-10.8,39.5,30.6,-5.51739440805439,-4.5,8.4
"587","Romania",2010,32.5,0.86,43.7,1.23,-6.2,36.5,32.2,-3.90123628018621,-5.7,9
"588","Romania",2011,32.6,0.88,43.9,1.24,-5.1,35.6,32.5,4.51708696433914,-4.9,9.1
"589","Romania",2012,32.8,0.87,44.1,1.25,-3.2,33.2,32.2,1.92499326240754,-4.4,8.7
"590","Romania",2013,33.2,0.89,44.4,1.28,-0.8,32.1,33.4,0.269963878633803,-0.7,9
"591","Romania",2014,33.8,0.93,44.8,1.33,-0.1,32.4,34.1,4.12067496319813,0,8.6
"592","Romania",2015,33.7,0.93,44.8,1.36,0.5,33.2,35.3,3.16050387041089,-0.3,8.4
"593","Romania",2016,33.4,0.92,44.7,1.37,-1.4,32.2,32.3,2.8575460568877,-1.2,7.2
"594","Romania",2017,33.8,0.96,44.9,1.44,-2.8,32.8,31.1,8.19650650309624,-3.2,6.1
"595","Romania",2018,34.1,1.02,45.1,1.55,-4,34.9,31.9,6.02901904128214,-4.4,5.3
"596","Romania",2019,34.1,1.18,45.1,1.72,-5.7,36.6,31.9,3.85316383348211,-5.2,4.9
"597","Romania",2020,34.1,1.46,45.1,1.95,-8.4,39.4,32.2,-3.67751079121797,-5.5,6.1
"598","Slovakia",1995,21.9,1.08,40.7,1.2,-4,46.5,44.9,NA,-0.4,12.1
"599","Slovakia",1996,23.3,0.94,41.8,1.04,-11,52.1,43.6,NA,-11.8,10.9
"600","Slovakia",1997,23.8,1.08,42.1,1.27,-8,48.2,42.6,NA,-9.8,12.2
"601","Slovakia",1998,24.3,1.14,42.4,1.4,-6.9,45.1,40.7,NA,-9.5,12.6
"602","Slovakia",1999,24.6,1.16,42.6,1.48,-7.1,44.5,40.8,NA,-4.2,16.4
"603","Slovakia",2000,25.1,1.17,42.9,1.52,-11.4,47.3,40,NA,-2.2,18.8
"604","Slovakia",2001,25.5,1.15,43.2,1.49,-5.5,39.5,37.9,NA,-6.4,19.3
"605","Slovakia",2002,25.9,1.09,43.5,1.42,-6.5,40,37,NA,-6.5,18.7
"606","Slovakia",2003,26.4,1.01,43.8,1.31,-1.7,36.2,37.1,NA,-4.8,17.6
"607","Slovakia",2004,26.6,0.81,43.9,1.09,-1,34.3,35.5,NA,-5.3,18.2
"608","Slovakia",2005,26.6,0.69,43.7,0.95,-2.1,37.2,36.8,NA,-6.8,16.3
"609","Slovakia",2006,25.4,0.63,42.5,0.9,-4.1,38,35.3,NA,-6.2,13.4
"610","Slovakia",2007,25.1,0.68,42,0.86,-4.9,38.1,34.6,NA,-3.8,11.1
"611","Slovakia",2008,25.1,0.63,41.8,0.9,-5.8,39.3,34.8,NA,-5.3,9.5
"612","Slovakia",2009,25.5,0.66,42.1,0.93,-7.7,42.5,36.2,NA,-1.9,12
"613","Slovakia",2010,25.7,0.73,42,0.92,-8.2,41.6,34.7,NA,-3.3,14.3
"614","Slovakia",2011,25.3,0.68,41.6,0.92,-4.8,40.3,37.1,NA,-3.7,13.5
"615","Slovakia",2012,25,0.68,41.1,0.9,-4.2,39.1,36.7,NA,2.5,13.9
"616","Slovakia",2013,25.3,0.79,40.9,0.93,-1.9,39.5,39.5,NA,3.1,14.1
"617","Slovakia",2014,24.8,0.77,40.2,0.9,-2.2,40.3,40.1,NA,2.5,13.1
"618","Slovakia",2015,24.3,0.75,39.8,0.89,-2.7,43.8,42.9,NA,-0.7,11.5
"619","Slovakia",2016,23.5,0.71,39.2,0.92,-2.5,40.7,40,NA,-2.1,9.6
"620","Slovakia",2017,22.8,0.7,38.6,0.9,-1.2,38.3,38.5,NA,-1,8.1
"621","Slovakia",2018,22.9,0.75,38.3,0.95,-2,39.4,38.8,NA,-0.7,6.5
"622","Slovakia",2019,22.6,0.83,37.8,1.15,-2.4,40.6,39.4,NA,-2.9,5.7
"623","Slovenia",1995,23.4,0.98,38.2,1.36,-7.2,50,44.9,NA,-1.9,6.8
"624","Slovenia",1996,23.4,0.98,38,1.28,-0.2,42.1,44,3.20300580852732,-1.4,6.9
"625","Slovenia",1997,23.4,0.84,37.8,1.07,-2.1,42.8,43,5.04979345664498,-1.3,6.9
"626","Slovenia",1998,23.5,0.81,38,1.08,-2,43.7,43.9,3.27936544351304,-2.1,7.4
"627","Slovenia",1999,23.4,0.77,38.1,1,-3.3,45.1,44.1,5.3326665718437,-4.7,7.4
"628","Slovenia",2000,23.5,0.82,38.4,1.12,-3.9,45.4,43.9,3.67237154968245,-4.1,6.8
"629","Slovenia",2001,23.5,0.83,38.7,1.16,-4.4,46.4,44.3,3.21656033452891,-1.3,6.2
"630","Slovenia",2002,23.6,0.82,39,1.15,-2.2,44.9,44.9,3.50559805692072,0,6.3
"631","Slovenia",2003,23.7,0.78,39.4,1.1,-2.1,44.7,44.5,2.96026028579455,-1.5,6.7
"632","Slovenia",2004,23.6,0.65,39.6,0.96,-1.9,44.9,44.7,4.35919277843995,-3.2,6.3
"633","Slovenia",2005,23.9,0.61,39.8,0.9,-1.6,45.1,45.1,3.79797264198646,-2.3,6.5
"634","Slovenia",2006,23.7,0.62,39.7,0.89,-2.9,45.9,44.4,5.746396900645,-2,6
"635","Slovenia",2007,23.4,0.62,39.7,0.91,-3.9,46.3,43.7,6.98016075450694,-4.4,4.9
"636","Slovenia",2008,23.5,0.63,39.7,0.88,-6,48.9,44,3.50984151699558,-5.6,4.4
"637","Slovenia",2009,24.3,0.64,40.4,0.91,-5.9,48.1,43.6,-7.54843779134178,-1.4,5.9
"638","Slovenia",2010,24.8,0.67,41,0.93,-5.7,48.7,44.6,1.34374847220215,-1.1,7.3
"639","Slovenia",2011,24.9,0.65,41.4,0.92,-6.7,49,44.2,0.861327732719303,-1,8.2
"640","Slovenia",2012,25.7,0.71,42.2,0.96,-2.4,45.6,45.2,-2.63943875676689,0.9,8.9
"641","Slovenia",2013,25.5,0.67,42.2,0.95,-12,54.9,45.5,-1.02928277204056,2.3,10.1
"642","Slovenia",2014,25.3,0.7,42,0.97,-3.5,45.4,45.2,2.76815883065036,5.1,9.7
"643","Slovenia",2015,25.2,0.76,41.9,0.96,-1,43.5,45.7,2.21008160650594,3.9,9
"644","Slovenia",2016,24.7,0.72,41.3,0.99,-0.6,41.8,44.1,3.19185251782498,4.8,8
"645","Slovenia",2017,24.4,0.72,40.9,1.01,0.1,41.4,44,4.81538063231366,6.4,6.6
"646","Slovenia",2018,24.4,0.74,40.8,1.04,0,42.3,44.3,4.45436574721896,6.1,5.1
"647","Slovenia",2019,24.4,0.82,40.7,1.15,-0.6,42.7,43.8,3.45107924423903,6.1,4.4
"648","Slovenia",2020,24.3,1.05,40.6,1.4,-5.6,47.3,43.3,-4.3213699045107,7.7,5
"649","Spain",1995,32.4,0.77,46.9,0.99,-5.3,37.7,37.3,2.75749404598304,-1.2,22.9
"650","Spain",1996,31.7,0.71,46.4,1.05,-4,36,37,2.66056160429645,-0.9,22.1
"651","Spain",1997,31.7,0.8,46,1.11,-2.2,35.3,37.6,3.70249462716615,-0.7,20.6
"652","Spain",1998,31,0.63,45.3,1.01,-1.5,35.8,38.3,4.39310073452258,-1.7,18.6
"653","Spain",1999,30.6,0.62,44.9,1.01,-0.6,35.9,38.7,4.4905533784064,-3.2,15.7
"654","Spain",2000,30.5,0.78,44.8,1.02,-1.5,36.3,37.9,5.24594382377803,-4.3,13.9
"655","Spain",2001,29.5,0.73,43.9,1.05,-1,36,38,3.93300276489272,-4.4,10.6
"656","Spain",2002,29.1,0.7,43.6,1.04,-0.5,36.2,38.3,2.73094832930995,-3.7,11.5
"657","Spain",2003,30.2,0.75,44,1,-0.5,36.2,38,2.98193631644672,-3.9,11.5
"658","Spain",2004,31.1,0.67,44.5,0.84,-0.4,37.2,38.7,3.12273351662624,-5.5,11
"659","Spain",2005,31.1,0.78,44.8,0.96,0.2,37.7,39.7,3.65208419190144,-7.3,9.2
"660","Spain",2006,31.2,0.78,45.3,0.95,-0.1,39,40.5,4.10268574072705,-8.9,8.5
"661","Spain",2007,31.2,0.64,45.7,0.72,-1.6,41.1,41.1,3.60473846199818,-9.4,8.2
"662","Spain",2008,31.9,0.7,47.2,0.87,-7.8,43.1,36.8,0.887067045576416,-8.9,11.3
"663","Spain",2009,32.5,0.68,48.5,0.89,-11.7,45,35,-3.7631070424473,-4.1,17.9
"664","Spain",2010,33.3,0.61,49.8,0.78,-9.8,44.4,36.5,0.162919517758226,-3.7,19.9
"665","Spain",2011,33.3,0.7,50,0.89,-9.3,43.3,36.4,-0.814384776648922,-2.7,21.4
"666","Spain",2012,33.4,0.72,50.3,0.88,-9.2,44.1,37.9,-2.95892213230024,0.1,24.8
"667","Spain",2013,33.8,0.68,51.1,0.8,-4.2,39.5,38.9,-1.40334186790638,2,26.1
"668","Spain",2014,33.5,0.7,50.5,0.88,-3.3,39,39.3,1.39577536727975,1.7,24.5
"669","Spain",2015,33.5,0.74,50.5,0.92,-4.3,40.1,38.7,3.83851887667484,2,22.1
"670","Spain",2016,33.4,0.73,50.5,0.87,-4.7,40.1,38.2,3.03777414172446,3.2,19.6
"671","Spain",2017,32.7,0.75,49.4,0.98,-4.8,40.5,38.2,2.97576072924863,2.8,17.2
"672","Spain",2018,32.3,0.77,48.7,1.02,-5.2,41.9,39.2,2.28446941947622,1.9,15.3
"673","Spain",2019,31.9,0.82,48.2,1.11,-6.3,43.3,39.2,1.9839662230883,2.1,14.1
"674","Spain",2020,32,0.98,48.2,1.31,-5.8,45.4,41.9,-11.3254383222864,0.6,15.5
"675","Sweden",1995,23.2,0.56,48.7,0.81,-6.1,57,56,3.93519292606446,2.7,10
"676","Sweden",1996,24.3,0.71,48.8,1.02,-1.8,54.4,57.8,1.57945640649923,2.9,10.7
"677","Sweden",1997,25.1,0.84,48.9,1.14,-0.4,52.6,57.2,3.07052659296374,3.4,11
"678","Sweden",1998,25.2,0.76,48.8,1.13,1.2,51.7,57.3,4.31183635326269,3.7,9.3
"679","Sweden",1999,25.4,0.87,48.5,1.12,0.3,52.6,56.7,4.24718414367548,3.8,7.9
"680","Sweden",2000,25.2,0.71,48.3,0.92,1.8,51.1,56.2,4.7663488714872,3.8,6.7
"681","Sweden",2001,25.1,0.92,48.1,1.15,1,50.3,53.9,1.44949861796981,4,5
"682","Sweden",2002,24.8,0.97,47.9,1.23,-1.4,50.7,52.2,2.1969210621746,4.3,5.2
"683","Sweden",2003,24.2,0.88,47.7,1.19,-0.9,51.3,52.6,2.30981059032811,5.7,5.8
"684","Sweden",2004,23.9,0.74,47.7,1.08,-0.3,51.1,52.7,4.33685615384474,5.8,6.6
"685","Sweden",2005,23.9,0.53,47.8,0.89,1.2,51.1,54.1,2.85880323990261,6.1,7.6
"686","Sweden",2006,24.2,0.81,48.2,1.12,0.3,51.2,53.2,4.66277355175126,7.7,7.2
"687","Sweden",2007,24.7,0.87,48.7,1.21,0.8,50.1,52.7,3.43922177600065,7.5,6.3
"688","Sweden",2008,25.1,0.81,49.2,1.25,0.9,49.5,52,-0.450559256743361,7.3,6.3
"689","Sweden",2009,25.3,0.83,49.6,1.25,1.6,48.6,51.5,-4.33979057452935,6.1,8.5
"690","Sweden",2010,25.6,0.81,50,1.24,0.3,48.9,50.3,5.95210700755608,6.1,8.8
"691","Sweden",2011,25.8,0.71,50.4,1.18,-0.7,48.9,49.4,3.1953332348894,5.2,8
"692","Sweden",2012,25.9,0.71,50.7,1.15,-0.1,48.9,49.8,-0.588304568990736,5.4,8.1
"693","Sweden",2013,26.2,0.67,51.1,1.13,0,49.3,50.2,1.187775715906,4.8,8.2
"694","Sweden",2014,26.4,0.71,51.5,1.16,-0.5,48.9,49.1,2.65779827531642,4.1,8.1
"695","Sweden",2015,26.6,0.73,51.9,1.21,-0.3,49.1,49.3,4.48928158790491,3.1,7.6
"696","Sweden",2016,26.8,0.73,52.2,1.2,0.7,49.5,50.7,2.07059315052096,2.4,7.1
"697","Sweden",2017,26.8,0.73,52.3,1.23,0.8,49.5,50.7,2.56792452526476,2.8,6.8
"698","Sweden",2018,26.8,0.74,52.4,1.26,0.1,50.1,50.7,1.95002284569983,2.6,6.5
"699","Sweden",2019,26.7,0.82,52.4,1.37,-0.2,49.5,49.7,1.98619587380391,5.2,7
"700","Sweden",2020,26.7,0.96,52.4,1.58,-1.4,50.4,49.3,-2.17021317885872,5.9,8.5
"701","United Kingdom",1995,33.7,0.62,54,0.64,NA,NA,33.3,2.53166996442249,-0.7,8.6
"702","United Kingdom",1996,33.7,0.64,53.8,0.65,NA,NA,33.2,1.90780710105234,-0.6,8.1
"703","United Kingdom",1997,33.9,0.61,53.7,0.64,NA,NA,33.6,4.36658107426521,-0.1,6.9
"704","United Kingdom",1998,34.3,0.67,54,0.64,NA,NA,35,3.15728733863099,-0.2,6.2
"705","United Kingdom",1999,34.6,0.67,54.2,0.67,NA,NA,35.6,3.0140704762541,-2.1,6
"706","United Kingdom",2000,34.8,0.79,54.2,0.78,NA,NA,36.4,4.09265347753652,-1.9,5.4
"707","United Kingdom",2001,34.5,0.72,53.9,0.71,NA,NA,36.3,2.15742817784832,-1.8,5.1
"708","United Kingdom",2002,33.7,0.67,53.2,0.62,NA,NA,35.6,1.77076529877269,-2,5.2
"709","United Kingdom",2003,33.1,0.59,53.1,0.57,NA,NA,35.5,3.12305331258689,-1.9,5
"710","United Kingdom",2004,33,0.59,53.3,0.63,NA,NA,36.7,2.34497148161661,-2.4,4.8
"711","United Kingdom",2005,33.2,0.66,53.4,0.64,NA,NA,37.8,2.66833765676094,-2,4.8
"712","United Kingdom",2006,33.3,0.68,53.4,0.66,NA,NA,37.8,2.16040532059112,-3.2,5.4
"713","United Kingdom",2007,32.9,0.54,53.1,0.59,NA,NA,38,2.56346046050109,-3.8,5.3
"714","United Kingdom",2008,32.8,0.64,53.4,0.63,NA,NA,38.9,-0.154344314706506,-4,5.7
"715","United Kingdom",2009,32.6,0.68,54.1,0.68,NA,NA,37.4,-4.51048560011785,-3.2,7.6
"716","United Kingdom",2010,32,0.51,54.2,0.63,NA,NA,38.1,2.43007289502704,-2.9,7.9
"717","United Kingdom",2011,31.4,0.56,53.9,0.68,NA,NA,38.4,1.06761091403658,-1.8,8.1
"718","United Kingdom",2012,31.1,0.62,54,0.71,NA,NA,37.7,1.44845675688505,-3.3,8
"719","United Kingdom",2013,30.7,0.51,53.6,0.64,NA,NA,38.6,1.81986337468368,-4.8,7.6
"720","United Kingdom",2014,31.1,0.64,53.5,0.69,NA,NA,37.6,3.19970262614801,-5.2,6.2
"721","United Kingdom",2015,31.3,0.65,53.5,0.75,NA,NA,37.6,2.393103183986,-5.1,5.4
"722","United Kingdom",2016,31.2,0.66,53.1,0.73,NA,NA,37.9,2.16520621052183,-5.5,4.9
"723","United Kingdom",2017,31.2,0.61,52.8,0.72,NA,NA,38.3,2.44357046987986,-3.6,4.4
"724","United Kingdom",2018,31.4,0.62,52.7,0.72,NA,NA,38.2,1.70502102232903,-4.1,4.1
"725","United Kingdom",2019,31.3,0.58,52.4,0.65,NA,NA,38,1.60430864787399,-2.8,3.8
"726","United Kingdom",2020,31.4,0.73,52.6,0.87,NA,NA,40,-11.0308584551979,-3.2,4.6
"727","United Kingdom",2021,31.9,0.72,52.6,1,NA,NA,40.4,7.52491037367686,-2,4.5
